,class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
250,0,1316,na,18,12,0,0,0,0,0,0,70,0,39600,37350,0,0,33906,0,0,0,0,0,71064,63334,23522,5254,0,0,0,0,26,12,0,0,0,0,0,0,76736,284,0,0,192,112,72,570,56138,19928,8,0,0,0,42174,24426,8092,2304,22,2,0,0,0,0,94600,0,188,16,0,33906,832,17738,5696,na,na,na,na,na,na,na,na,23200,1316.41,94600,94600,103366,272,0,9082,94280,77020,1209600,1318,0,4,0,68056.32,0,8867.52,0,0,0,0,0,0,7550,42918,26116,344,92,0,0,6,94600,na,188,18,2134,2920,1262,44622,24608,1246,22,0,38,64,68056,52124,414,0,0,0,68674,88,36,0,0,0,0,0,0,0,0,486,148,50,0,0,770,128,40,4,0,0,0,0,316450,141.6,76,9564,7518,2132,1084,4426,52198,92,6,0,0,0,0
251,1,1053152,na,na,na,na,na,2,2,30,192,37434,4709942,43033510,20954334,500942,10284,16955528,51008,426786,1210968,0,0,37876920,32959188,8702712,3872498,na,0,0,0,na,na,0,0,0,0,7578,1895384,17395552,49516936,431222,0,138178,158238,339656,950550,44251148,23408610,288,2,0,2,24605944,12097250,6435996,5124066,4349994,4904758,7483726,4144662,100214,62,46584520,na,na,na,na,16955528,520360,4118420,4564742,285300,225260,233900,253880,261280,266640,213320,239900,155980,1053151.71,46584520,46584520,74903000,507469.0,na,15976,554120,69246672,1209600,na,na,na,na,60292992.96,0,8926228.8,98304,na,0,0,1930,701720,17052816,29824366,7595082,634144,165056,13271558,na,na,46584520,na,60410,11230,6420734,3411884,8109784,46938842,4197902,95830,56,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,271410,na,na,na,na,na,na,na,na,na,na,na,na,na,0.92,0,9211202,14118666,7093206,3379622,7362340,8442584,8120144,5082396,6259760,176752,na,na
252,0,39434,na,2130706432,166,0,0,0,0,0,0,2228,203444,1782932,507344,16700,0,1221688,0,92,0,0,0,2333474,2058128,331846,218598,0,0,0,0,200,64,0,0,0,0,0,150228,1640206,617428,104786,0,1708,480,792,1010,5472,2447654,55532,0,0,0,912810,490838,204492,158692,125588,134058,482238,3932,0,0,2665838,0,974,532,18,1221688,34008,168928,162246,150320,156520,na,na,na,na,na,na,19240,39433.7,2665838,2665838,2668040,13345.0,21698,20720,239200,2512648,1209600,118098,2,74,0,2109958.08,0,399546.24,0,304,0,0,0,5080,657932,1285600,489654,63194,9734,1454,42,46,2665838,na,4274,614,16862,236000,160958,1696156,393692,4090,2,0,234,198,1995084,253290,0,201528,0,12,2137674,2854,350,0,0,0,0,0,0,0,0,20370,31640,13266,0,0,93652,17594,4469320,562382,0,0,0,0,0,1243.96,1360,423028,381828,303024,153932,265490,199432,176152,169386,432576,7800,0,0
253,0,1274,na,24,24,0,0,0,0,0,0,122,752,53160,20942,0,0,27906,0,0,0,0,0,69810,62054,26352,5108,0,0,0,0,12,16,0,0,0,0,0,0,41502,4708,28766,0,1106,90,304,776,13276,59424,0,0,0,0,30804,33542,7068,2690,450,390,32,0,0,0,96196,0,514,148,0,27906,720,21068,5254,na,na,na,na,na,na,na,na,26060,1274.14,96196,96196,100610,268,0,9452,95820,74976,1209600,1286,2,2,0,65933.76,0,7957.44,0,0,0,0,0,356,25638,48048,722,152,60,0,2,10,96196,na,1168,24,1706,2766,874,36566,31140,716,16,0,34,74,66476,46544,0,0,0,6,66530,64,44,0,0,0,0,0,0,0,0,480,150,180,0,0,618,138,395840,39636,0,0,0,0,274160,71.04,72,9890,6862,3720,1286,4316,48614,284,4,0,0,0,0
254,0,10,na,8,4,4,2,0,0,0,0,154,2306,1708,0,0,0,1654,0,40,0,0,0,13454,11160,13592,188,0,0,0,0,14,10,0,0,0,0,0,0,0,0,4168,0,916,26,24,10,30,3060,102,0,0,0,3016,248,120,68,142,14,20,404,136,0,27064,2,6,8,0,1654,162,11966,1434,na,na,na,na,na,na,na,na,13380,10.22,27064,27064,27698,26,546,2576,26800,4168,1209600,280,0,10,0,1598.4,0,1651.2,na,na,0,0,0,2082,1050,840,196,0,0,0,4,10,27064,na,926,6,22,30,594,1878,712,0,0,0,8,12,980,160,0,0,0,0,1856,30,106,0,0,0,0,0,0,0,0,194,0,0,2468,356,70,22,920,650,2,16,0,0,0,na,na,2772,1138,92,34,110,22,0,0,0,0,0,0
255,0,39318,na,0,na,0,0,0,0,0,0,4618,907762,1902454,332792,37474,1378,1564720,0,0,0,0,0,2909114,2595362,1058998,244494,0,0,0,0,0,0,0,0,0,0,0,59606,1481640,960616,684616,0,3294,3484,4292,144680,2210412,819278,1032,6,0,0,1397218,698964,197454,147854,128032,121080,141342,353618,916,0,3968750,24,38,204,140,1564720,38332,821792,235548,181200,168960,654160,na,na,na,na,na,47960,39317.87,3968750,3968750,3652668,19215.0,624748,29122,332680,3186478,1209600,0,na,na,na,2607894.72,0,574098.24,0,0,0,0,0,102266,977480,1812730,266806,21080,5800,316,na,0,3968750,na,5094,632,60526,373478,159380,1202668,1359308,25270,122,0,na,na,na,na,na,na,na,na,na,2456,112,0,0,0,0,0,0,0,0,19924,60736,10346,0,0,115206,14352,4731400,1407306,0,0,0,0,294800,1511.82,1444,594992,726300,451680,259684,720472,429886,3256,182,26,0,0,0
256,0,69294,na,60,48,0,0,0,0,0,0,29502,800278,1842984,1186196,40598,1864,1914504,0,0,0,0,0,3326508,2849812,662252,423766,0,0,0,0,82,36,0,0,0,0,0,43300,1472518,1849492,536112,0,7082,544,902,3010,25576,3862632,1676,0,0,0,1058060,1157410,400828,288780,213156,160874,146872,458012,17424,6,3989036,36,64,404,2,1914504,69532,349708,310258,196640,187580,217500,na,na,na,na,na,55420,69293.6,3989036,3989036,3994220,26030,290,32410,354800,3901422,1209600,102192,0,134,0,3476078.4,0,417805.44,2,678,0,0,2858,297490,1155908,1820408,601914,19454,3338,52,14,18,3989036,na,9200,448,57732,242246,136832,2355434,1088622,10764,144,0,120,116,3462042,38200,0,40,0,0,3509830,1740,184,0,0,0,0,0,0,0,0,34850,57318,13086,0,0,168368,31920,113720,12420,0,0,0,0,10363700,972.02,1060,445356,520708,338540,172070,362738,366012,494900,501036,698678,1384,0,0
257,0,10648,na,0,na,0,0,0,0,0,420,53384,238718,376462,48728,0,0,285714,0,0,0,0,0,764376,738554,47170,13012,0,0,0,0,0,0,30362,15670,8140,17278,5070,56852,173236,175514,235590,0,1670,1772,920,2874,84036,626438,2,0,0,0,332068,323758,53298,7580,842,136,26,4,0,0,811734,0,0,0,6,285714,3552,15116,31852,na,na,na,na,na,na,na,na,45420,10647.22,811734,811734,809552,2690,188,80208,809660,717712,1209600,0,na,na,na,662434.56,2777.28,52078.08,na,na,0,0,7948,99806,366964,233124,7974,1564,332,0,na,0,811734,na,722,168,58984,45802,26714,473100,109146,3064,12,0,na,na,na,na,na,na,na,na,na,90,0,0,0,0,1984,0,0,0,0,2016,0,0,0,0,270,58,26900,2774,0,0,0,0,49820,na,na,58026,51710,256166,297652,35052,7648,3814,1724,5096,824,0,0
258,0,2098,4,16,10,0,0,0,0,5272,2512,22400,89124,71252,2100,0,0,85936,0,0,0,7306,12052,161062,140022,68904,14614,0,0,0,0,152,14,0,0,0,0,0,0,0,4350,188310,0,2742,716,690,1398,2102,164614,7504,12894,0,0,97978,57158,18496,8368,4614,2942,1496,890,424,294,237390,64,42,74,0,85936,2480,28496,40018,na,na,na,na,na,na,na,na,67560,2098.26,237390,237390,229658,707.0,84,22736,235860,192912,1209600,3054,0,18,0,111249.6,41088.96,40274.88,14,138,4824,2108,20154,17658,77094,58706,12002,92,22,0,14,24,237390,0,1878,106,2652,19710,22252,57992,84666,3364,40,0,12,22,111448,20238,0,0,0,0,114298,338,394,170,40736,0,0,0,0,0,0,2086,382,104,31456,4246,318,954,920,92,0,120,0,0,1098280,481.54,286,83152,18910,8798,3502,7528,25908,17552,27308,2,0,0,0
259,0,26,na,58,46,0,0,0,0,0,0,88,3902,3898,0,0,0,2954,0,0,0,0,0,9984,7132,3752,752,0,0,0,0,34,30,0,0,0,0,0,0,7888,0,0,0,86,14,30,16,1054,6688,0,0,0,0,6752,998,116,20,2,0,0,0,0,0,13752,0,4,2,0,2954,212,948,2788,na,na,na,na,na,na,na,na,3580,26.03,13752,13752,14464,13.0,0,1220,13560,7888,1209600,514,2,0,0,4075.2,0,3753.6,0,12,0,0,0,3418,1466,2750,208,46,0,0,0,4,13752,na,112,10,24,48,818,1770,4038,1048,20,0,60,68,4320,72,0,8,0,48,4374,60,28,0,0,0,0,0,0,0,0,178,0,0,0,0,204,44,14720,1458,0,0,0,0,0,48.3,50,4270,2918,540,142,18,0,0,0,0,0,0,0
260,0,668,4,14,8,0,0,0,0,0,0,1236,39118,29180,0,0,0,32414,0,0,0,0,0,67118,52290,24006,6720,0,0,0,0,62,24,0,0,0,0,0,0,0,23402,46132,0,9388,410,428,1102,3818,54386,2,0,0,0,40682,13920,4796,2544,1764,1074,486,2476,1470,322,91206,4,24,4,0,32414,1080,9910,13766,na,na,na,na,na,na,na,na,23020,667.87,91206,91206,99416,402,0,8522,90220,69700,1209600,1776,0,6,0,36629.76,5162.88,19405.44,12,50,0,0,178,18568,42056,5926,2726,68,12,0,12,24,91206,0,8990,26,1126,3260,10284,43486,2302,60,0,0,14,36,36202,3230,0,0,0,0,39192,248,124,0,0,0,16024,0,0,0,0,990,286,42,0,0,1098,208,1880,236,0,0,0,0,0,307.14,188,32208,9208,2342,1092,2336,6146,4358,11818,26,0,0,0
261,0,17658,0,288,270,0,0,0,0,0,1266,831034,363072,21168,684,0,0,560754,0,164,0,26856,35750,1057364,979644,195480,88916,0,0,0,0,1636,548,0,0,0,0,0,0,0,3756,1213468,0,1898,108,148,194,346,819520,393984,704,322,0,410014,300536,189618,113216,57072,38170,30928,24532,12102,41036,1279862,290,40,416,0,560754,16628,82364,112894,181040,na,na,na,na,na,na,na,12940,17658.16,1279862,1279862,1275572,6184,0,6142,68420,1217628,1209600,38716,0,74,0,997702.08,11082.24,206640,2,60,0,806,102534,338090,248830,214324,222460,84968,5094,118,98,118,1279862,0,2160,158,176174,50696,56514,657958,269982,3522,60,0,186,1150,986408,251050,0,392,0,0,1006036,1328,534,0,0,630,11412,0,0,0,0,8124,3490,492,0,0,45342,6358,26740,3324,0,0,0,0,0,431.92,386,228660,219464,145508,58378,80708,71398,132856,277186,2888,178,0,0
262,0,126,0,240,110,2,10,0,0,0,196,31048,9344,430,0,0,0,13432,0,0,0,726,2256,44130,38002,26288,1406,0,0,0,0,96,146,0,0,0,0,0,0,0,4020,36998,0,398,98,148,324,3738,35418,700,194,0,0,36246,2546,964,482,280,206,138,88,24,44,71232,0,8,72,0,13432,692,18548,7410,na,na,na,na,na,na,na,na,25680,126.13,71232,71232,72680,69.0,44,6754,70560,41150,1209600,1710,0,12,0,15663.36,0,25348.8,2,52,0,0,28010,8000,4450,532,16,8,2,0,16,56,71232,0,318,34,192,13448,4668,4926,15340,2078,14,0,246,360,11806,460,0,150,0,0,17278,164,98,0,0,0,0,0,0,0,0,544,0,0,13508,2052,734,138,18440,2208,65906,28,0,0,0,217.8,118,25822,11530,1992,490,576,248,264,96,0,0,4,0
263,0,706,0,26,na,0,0,0,0,0,0,23794,21476,49766,11366,0,0,35790,0,0,0,1162,2018,110380,103268,20148,2256,0,0,0,0,12,36,0,0,0,0,0,0,0,31538,74864,0,310,136,122,1064,244,102334,306,1886,0,0,74414,8386,5352,4824,4680,3122,1910,2034,970,710,131760,16,14,6,0,35790,584,13728,6142,na,na,na,na,na,na,na,na,19580,706.46,131760,131760,130680,282,0,12794,130900,106616,1209600,972,na,na,na,36178.56,0,69143.04,0,60,0,0,3722,31522,40022,29372,1524,212,28,0,na,28,131760,0,1474,56,70,21700,18956,27286,36476,384,0,0,na,na,na,na,na,na,na,na,na,110,40,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,658,70666,4506,2764,1286,4518,7198,13976,1486,2,0,0,0
264,0,648,0,0,0,0,0,0,0,0,1498,39812,9350,1196,0,0,0,23662,0,240,0,2660,4498,52690,47062,33300,1430,0,0,0,0,4,0,0,0,0,0,0,0,4944,42596,4316,0,1648,62,68,76,248,37258,12176,320,0,0,27298,8988,5930,4546,3472,1584,38,0,0,0,88764,22,6,162,0,23662,644,27422,5830,na,na,na,na,na,na,na,na,32740,647.51,88764,88764,88916,175.0,88,8458,87780,51996,1209600,1158,2,8,0,34087.68,0,16554.24,0,52,0,0,14824,11666,20996,4220,134,16,0,0,16,60,88764,0,1636,60,38,2338,318,8810,35552,3082,22,0,0,0,36470,19648,0,78,0,0,38128,134,88,0,0,0,0,0,0,0,0,778,0,2,0,0,406,64,160,334,0,0,0,0,0,325.94,152,18550,6594,1598,720,1776,2350,6728,13450,90,0,0,0
265,0,297814,na,1114,na,0,0,0,0,76596,728050,5305612,8206278,2558906,64792,90,0,8712816,0,216,0,429218,656398,14491136,13139542,5479562,1355956,0,0,0,0,1496,364,0,0,0,0,0,0,568,3299934,13628274,11548,22122,16364,23936,39234,3672164,13166000,502,2,0,0,3935666,5785588,3566202,1596970,737998,415852,295876,313062,191508,101602,20403130,222,118,6308,384,8712816,251860,3658150,1809392,152440,136200,154480,168260,457000,455580,381760,496240,135240,297813.5,20403130,20403130,20368554,84715.0,207362,80606,1016920,16940324,1209600,0,na,na,na,15075695.04,0,1840747.2,38,4762,1778,514124,2224468,7820102,4811662,1326046,180160,53118,8754,112,na,0,20403130,na,19712,4092,478986,1391714,747632,11875482,2390864,31820,22,0,na,na,na,na,na,na,na,na,na,3726,454,0,0,0,0,0,0,0,0,125252,42150,8052,5757128,1317364,148998,23926,14994360,1608592,3874706,39296,0,0,20202860,10491.48,9078,1973428,2249678,1377652,627408,1190752,1505878,2359924,5582270,73258,76,0,0
266,0,416,na,0,na,0,0,0,0,0,0,334,22836,9192,0,0,0,15582,0,88,0,0,0,42492,38654,8742,1092,0,0,0,0,0,0,0,0,0,0,0,0,25370,5564,1428,0,1660,48,56,114,952,28126,1406,0,0,0,18632,10078,2298,426,158,172,572,26,0,0,51274,10,76,62,2,15582,512,5192,3520,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,8440,416.35,51274,51274,51194,101.0,380,4952,50940,32362,1209600,0,na,na,na,24816.96,0,6010.56,na,na,0,0,184,18220,13162,664,118,14,0,0,na,0,51274,na,1542,14,196,940,1366,3018,22178,3052,56,0,na,na,na,na,na,na,na,na,na,94,28,0,0,0,0,0,0,0,0,308,20,2,0,0,746,194,50320,5788,0,138,0,0,0,na,na,8270,6648,1508,340,570,14044,298,138,544,2,0,0
267,0,8,0,6,6,0,0,0,0,0,0,2560,58080,10616,0,0,0,31234,0,84,0,0,0,86306,78230,44188,1772,0,0,0,0,22,14,0,0,0,0,0,0,0,0,71256,0,1624,20,44,66,64,11218,58220,0,0,0,30982,20202,12474,4216,2352,854,172,4,0,0,130592,48,36,58,0,31234,1068,37394,6718,na,na,na,na,na,na,na,na,43240,8.67,130592,130592,128252,221.0,82,12616,129480,71524,1209600,2408,0,24,0,50202.24,0,19873.92,0,28,0,0,674,18812,26012,21122,4610,20,6,0,8,16,130592,0,1792,92,66,1290,1620,16102,43366,6928,0,0,2,18,50204,20290,0,62,0,0,53432,202,282,0,0,0,0,0,0,0,0,766,0,0,0,0,1186,302,1720,562,0,0,0,0,0,385.92,208,22996,13690,3942,1080,2782,5450,12586,8730,0,0,0,0
268,0,31724,na,776,690,0,0,0,0,0,0,59690,1409510,2546328,634232,1760,0,2070304,0,0,0,0,0,4139050,3476662,823464,521520,0,0,2392,0,2940,664,0,0,0,0,0,738,90822,4558854,1106,0,5226,984,1384,124144,3431216,1088404,162,0,0,0,1904868,1310062,565956,313948,194500,127152,112210,122374,450,0,4963878,0,816,1170,28,2070304,62286,325488,494654,202660,185640,189120,215240,na,na,na,na,17220,31723.57,4963878,4963878,4944282,21863.0,329692,3226,110180,4651520,1209600,133774,0,192,0,3299934.72,0,1344647.04,0,0,0,0,0,106938,1032572,2547540,912010,43808,8560,92,44,56,4963878,na,8612,1080,3034,52954,1056648,2262840,1243142,22680,530,0,968,1916,1996730,456018,0,164,0,14,3340602,8214,398,0,0,0,0,0,0,0,0,33246,1094,214,0,0,106474,15552,5810640,1406014,0,0,0,0,1723580,2561.3,2828,1374160,2043632,930136,114040,133242,25482,19122,6460,5240,6,0,0
269,0,38168,na,122,76,0,0,0,0,0,0,196,104224,1705762,608724,30400,1616,1119884,0,0,0,0,0,2225268,1985038,300020,195926,0,0,0,0,256,124,0,0,0,0,0,115812,1227392,1010850,96868,0,2228,224,614,173494,1795040,479068,254,0,0,0,913536,538682,251038,151968,104508,90576,94676,299662,6276,0,2525692,1928,3144,2024,0,1119884,24994,142482,156256,139000,148000,na,na,na,na,na,na,8540,38168.16,2525692,2525692,2525754,16602,1336,7322,101420,2450922,1209600,58920,0,82,0,2233411.2,0,214817.28,0,0,0,0,0,10110,479780,1531610,407882,17884,3550,106,8,16,2525692,na,4294,452,36110,137632,98684,1636820,522446,14388,96,0,184,772,2081326,859674,0,40820,0,0,2249756,1632,186,0,0,0,0,0,0,0,0,13334,16624,4086,0,0,72550,9256,166700,23066,0,0,0,0,1154700,825.3,956,230706,466070,270564,136272,367954,860904,106390,11784,176,102,0,0
270,0,27028,na,1094,946,0,0,0,0,0,0,182,196170,1080360,288632,10496,1108,694042,0,0,0,0,0,1444430,1271674,245274,145952,0,0,442,0,2314,462,0,0,0,0,0,42782,356040,1119628,58498,0,2168,2186,5402,55672,853936,657576,8,0,0,0,534880,498316,182210,89704,54186,37904,35980,139588,4180,0,1689876,86,44,104,2,694042,18980,143846,100400,170280,na,na,na,na,na,na,na,72280,27027.23,1689876,1689876,1701490,9811.0,1062,46324,476860,1576948,1209600,38138,0,72,0,1401293.76,0,174610.56,0,0,0,0,0,33382,645710,739770,150182,6392,1410,102,448,460,1689876,na,2118,288,7186,83836,56354,715422,697706,13700,338,0,1680,1240,1358910,11192,20,846,0,0,1412882,982,108,0,0,0,0,0,0,0,0,10112,14002,2478,0,0,50062,7078,19340,14794,0,0,0,0,0,633.32,612,182792,240488,152712,70532,155202,200284,245768,114844,205432,8894,0,0
271,0,119168,na,2130706432,208,0,0,0,0,0,76,89570,1928898,4157538,935330,22698,50,3032702,0,0,0,1222,2292,6329114,5407780,1444980,798956,0,0,0,0,468,260,0,0,0,0,0,47790,2068214,2889546,2128610,0,5472,2116,3254,90730,4620124,2412348,116,0,0,0,1987816,2122716,859814,626816,465252,347730,371942,348566,3508,0,7776360,56,38,234,8,3032702,94262,957616,483098,180160,155760,189260,237900,206060,386520,na,na,77620,119168.37,7776360,7776360,7790286,43470,60314,44666,504880,7134160,1209600,160456,2,78,0,6491228.16,0,638358.72,0,0,0,0,15246,790868,3187988,2809464,298836,26140,5578,40,24,0,7776360,na,7018,900,12930,419728,253952,3722678,2679762,37108,84,0,336,746,4974686,35874,0,132846,0,8,6547538,2986,140,0,0,0,0,0,0,0,0,51720,104262,45836,0,0,199088,41194,33457480,3687142,0,0,0,0,0,2126.98,2262,674276,957378,908264,526562,1214046,1248938,964524,405192,234752,228,0,0
272,0,8,na,2,2,0,0,0,0,0,0,18,2080,3050,386,0,0,1732,0,4,0,0,0,4640,2234,14250,760,0,0,0,0,12,8,0,0,0,0,0,0,0,1060,4474,0,40,22,36,42,3188,2206,0,0,0,0,4596,94,200,38,20,18,84,448,36,0,18904,0,18,0,0,1732,126,12040,2194,na,na,na,na,na,na,na,na,14100,8.26,18904,18904,20680,24,0,1792,18780,5534,1209600,254,0,6,0,1496.64,12.48,3027.84,0,8,0,0,0,2090,1922,1522,0,0,0,0,0,6,18904,na,1010,8,12,22,862,3172,448,0,0,0,2,4,1466,120,0,0,0,0,1842,52,100,0,0,10,18,0,0,0,0,124,0,0,16,130,2,6,1640,166,15396,8,0,0,0,24.64,26,4280,1068,22,4,12,28,52,68,0,0,0,0
273,0,100196,na,1264,1160,0,0,0,0,0,0,102896,1812470,3063574,910344,31738,4016,2632380,0,0,0,0,0,5290898,4395162,1429208,737672,0,0,0,0,4876,886,0,0,0,0,0,23526,2199574,3287896,414042,0,6068,1324,3782,595438,4099364,1218982,80,0,0,0,1780570,1292360,731852,553604,446780,384136,473270,262456,10,0,6721322,58,138,362,32,2632380,78654,924924,492424,253060,224880,255940,291820,298060,na,na,na,90800,100195.38,6721322,6721322,6710418,42793.0,26708,57634,658800,5925038,1209600,178854,0,140,0,5408065.92,0,507107.52,0,0,0,0,10770,576980,2261032,2440630,589360,38956,6936,374,58,62,6721322,na,10158,1482,8930,191054,219444,2731130,2689372,73098,370,0,1794,2466,5072398,80138,0,804,0,36,5464368,4056,394,0,0,0,0,0,0,0,0,48280,88584,14602,0,0,168610,29134,731720,262092,0,0,0,0,10215310,3413.14,3412,548768,971162,718346,369638,763750,752266,692774,443542,641262,23530,0,0
274,0,1870,na,94,86,0,0,0,0,0,0,114,1102,85998,20806,0,0,46896,0,0,0,0,0,111974,103508,11016,5888,0,0,0,0,92,48,0,0,0,0,0,12502,78610,3276,13632,0,148,92,118,122,68032,39508,0,0,0,0,51678,36250,11936,6102,1530,362,126,36,0,0,123020,8,8,3140,0,46896,1194,6374,4612,na,na,na,na,na,na,na,na,10800,1869.94,123020,123020,125402,425.0,28,12128,122700,108020,1209600,2244,0,6,0,99204.48,0,8699.52,0,0,0,0,0,0,57996,47688,1940,352,44,0,0,4,123020,na,230,28,70,5218,1570,27112,72038,1660,94,0,138,182,99082,62890,52,34,0,0,100252,86,54,0,0,0,0,0,0,0,0,554,226,100,0,0,2014,344,1920,276,0,0,0,0,869930,93.52,74,9844,11682,6358,5322,23196,50984,622,12,0,0,0,0
275,0,28014,na,456,386,0,0,0,0,0,0,284,62832,1316164,644710,44042,3046,865992,0,0,0,0,0,1852030,1613326,318460,202190,0,0,0,0,1040,270,0,0,0,0,0,608,758366,1253318,58786,0,1594,844,1080,177216,1516622,373714,8,0,0,0,825538,621714,292556,144546,77010,51688,46526,11394,106,0,2170870,14,34,608,6,865992,22250,144784,172580,211720,na,na,na,na,na,na,na,103120,28013.79,2170870,2170870,2174610,12276,3252,93646,957580,2071078,1209600,69938,2,40,0,1762288.32,0,307331.52,0,0,0,0,0,2922,497862,1060362,477332,28334,3996,270,6,10,2170870,na,2890,396,39860,192560,84978,1397254,344164,8922,54,0,560,834,1710240,80214,0,64520,0,76,1780290,1306,254,0,0,0,0,0,0,0,0,12174,21418,3098,0,0,43118,9422,190320,58528,0,0,0,0,1185180,792.84,840,323086,447132,386536,177346,281092,222516,103676,50248,74286,5160,0,0
276,0,122054,na,0,na,0,0,0,0,0,14636,481796,4418936,2984210,256294,1364,0,4256994,0,48,0,11172,19202,7569914,6858390,1537446,531448,0,0,0,0,0,0,0,0,0,0,0,64394,5059042,2203392,830408,0,11170,6422,6278,12810,5010130,3109046,1372,6,2,0,3051288,1252526,654880,528234,472084,529498,751408,778780,137872,666,9120194,100,140,354,2554,4256994,101708,1050824,481582,185220,249800,196980,193220,197220,191240,223060,1310700,82240,122054.21,9120194,9120194,9014346,57822,1481166,53640,630740,8157236,1209600,0,na,na,na,7473997.44,0,674804.16,na,na,0,1442,96432,2384170,3843828,1485394,229006,83000,26994,6970,na,0,9120194,na,7382,1460,303666,369930,805652,5850224,806580,12342,0,0,na,na,na,na,na,na,na,na,na,5002,106,0,0,0,0,0,0,0,0,55090,140366,24758,0,0,264842,43746,11568340,2960780,0,0,0,0,8394550,na,na,720800,1881888,1520914,696438,1216058,844400,547690,306932,410198,11918,0,0
277,0,40000,na,806,690,0,0,0,0,0,0,570,124742,1893082,514790,31740,836,1169810,0,0,0,0,0,2268666,1942334,425882,273416,0,0,0,0,1726,196,0,0,0,0,0,8188,769350,1736388,51834,0,2654,554,1182,87674,1947536,525222,938,0,0,0,757226,581258,224968,188740,175622,174202,205096,257608,1040,0,2695044,56,24,84,8,1169810,36122,214714,210036,183140,184260,na,na,na,na,na,na,53260,39999.99,2695044,2695044,2703006,19385.0,4562,23916,270520,2565760,1209600,83794,0,152,0,2276558.4,0,286131.84,0,0,0,0,0,4724,445366,1545082,540918,22954,6080,636,26,32,2695044,na,5118,532,44698,176050,153650,1804724,371092,9846,50,0,1142,576,2256276,37700,0,810,0,0,2303698,1902,150,0,0,0,0,0,0,0,0,17908,28564,4984,0,0,82858,16690,68340,9892,0,0,0,0,9999990,1017.76,1136,304178,564936,366206,147250,262828,211230,202664,147906,322990,35572,0,0
278,0,998,na,20,12,0,0,0,0,0,0,62,18082,45470,850,0,0,30726,0,252,0,0,0,62526,57358,10566,2880,0,0,0,0,12,8,0,0,0,0,0,0,45486,4524,14454,0,100,26,34,64,43498,20740,2,0,0,0,34374,23792,4486,1604,158,38,12,0,0,0,73092,58,8,1638,0,30726,650,5896,4646,na,na,na,na,na,na,na,na,10420,997.44,73092,73092,73650,186,0,7182,72940,64464,1209600,1444,0,2,0,56524.8,0,7866.24,0,0,0,0,0,7378,38388,18372,288,38,0,0,0,4,73092,na,116,16,60,5728,1564,7676,47212,2064,28,0,24,64,56508,35258,26,0,0,0,57066,110,24,0,0,0,0,0,0,0,0,316,114,28,0,0,1206,248,60,6,0,0,0,0,0,84.6,44,8574,10356,3986,1262,13224,26338,528,168,28,0,0,0
279,0,254,na,58,52,0,0,0,0,0,1920,28772,20744,5860,0,0,0,19746,0,0,0,3708,8358,71576,52324,109640,7046,4,0,0,0,84,12,0,0,0,0,0,0,0,27906,29390,0,2138,3244,2672,2936,23676,22630,0,0,0,0,40130,10578,3828,1364,474,234,146,536,6,0,185138,72,32,70,0,19746,1090,90204,17834,na,na,na,na,na,na,na,na,108160,253.18,185138,185138,181836,183.0,0,17576,183440,57296,1209600,2086,12,18,0,24853.44,0,31152,50,138,0,1862,17338,28730,7738,1414,214,0,0,0,0,4,185138,na,1308,68,2284,4446,31460,16976,754,0,0,0,70,14,28750,5672,0,106,0,0,28968,362,92,0,0,0,0,0,0,0,0,1476,0,0,0,0,812,152,32900,3306,0,0,0,0,0,221.64,246,33296,15216,1496,142,624,440,4884,1198,0,0,0,0
